Suburb,Address,Rooms,Type,Price,Distance,Bedroom,CouncilArea,Lattitude,Longtitude
CARRUM DOWNS,40 Brumbys Rd,4,h,609000,34.9,4,Frankston City Council,-38.09601,145.19633
CARRUM DOWNS,13/21 Brunnings Rd,3,u,420000,34.9,3,Frankston City Council,-38.09397,145.19034
CARRUM DOWNS,60 Carrington Cr,3,h,578000,34.9,3,Frankston City Council,-38.1046,145.19339
CHELSEA,33 Baxter Av,3,h,875000,27,3,Kingston City Council,-38.04666,145.12354
CHELSEA,272 Station St,4,h,916500,27,4,Kingston City Council,-38.045,145.11301
CHELTENHAM,54 Benkel Av,4,h,920000,17.9,4,Bayside City Council,-37.96531,145.08502
CHELTENHAM,28 Elliott St,4,h,1165000,17.9,4,Bayside City Council,-37.9727,145.07016
CHELTENHAM,38 Fairview Av,3,h,1201000,17.9,3,Bayside City Council,-37.95569,145.06588
CHELTENHAM,39 Farm Rd,3,h,910000,17.9,3,Bayside City Council,-37.96306,145.0803
CHELTENHAM,2 Stuart Av,4,h,1568500,17.9,4,Bayside City Council,-37.96045,145.04326
CHELTENHAM,45 Voltri St,4,h,1200000,17.9,4,Bayside City Council,-37.97531,145.07943
CHELTENHAM,19/310 Warrigal Rd,2,u,460000,17.9,2,Bayside City Council,-37.96594,145.07526
CLARINDA,2/34 Clarinda Rd,4,t,882000,17.5,4,Kingston City Council,-37.92926,145.10034
CLAYTON,22 Burton Av,3,h,2950000,16.7,3,Monash City Council,-37.92614,145.11713
CLAYTON,1/76 Scotsburn Av,3,u,810000,16.7,3,Monash City Council,-37.92559,145.10804
CLAYTON SOUTH,51 Ester Cr,3,h,850000,17.5,3,Kingston City Council,-37.93663,145.11236
CLAYTON SOUTH,1/9 Second St,3,u,632000,17.5,3,Kingston City Council,-37.93157,145.13404
DANDENONG,2/1 Clement St,2,u,435000,24.7,2,Greater Dandenong City Council,-37.98507,145.22193
DANDENONG NORTH,60 First Av,3,h,682000,24.7,3,Greater Dandenong City Council,-37.95788,145.21389
DANDENONG NORTH,38 Neasham Dr,4,h,685000,24.7,4,Greater Dandenong City Council,-37.94518,145.20138
DINGLEY VILLAGE,32 Fernhill Dr,4,h,1281000,22.2,4,Kingston City Council,-37.97215,145.12389
DOVETON,5 Hakea St,3,h,469000,28.8,3,Casey City Council,-37.99515,145.23244
DOVETON,8 Peppermint St,3,h,531000,28.8,3,Casey City Council,-37.99161,145.23278
ENDEAVOUR HILLS,275 Power Rd,3,h,710000,28.5,3,Casey City Council,-37.96786,145.24362
ENDEAVOUR HILLS,4 Satterley Cl,4,h,642000,28.5,4,Casey City Council,-37.97817,145.24786
FRANKSTON,5 Miranda Pl,4,h,650000,38,4,Frankston City Council,-38.16802,145.14349
FRANKSTON SOUTH,49 Fleetwood Cr,2,h,910000,38,2,Frankston City Council,-38.16185,145.10976
FRANKSTON SOUTH,13 Leslie St,4,h,760000,38,4,Frankston City Council,-38.16363,145.11545
GLEN WAVERLEY,31 Chapman Bvd,3,h,1275000,16.7,3,Monash City Council,-37.88809,145.19011
GLEN WAVERLEY,45 Kennedy St,3,h,1750000,16.7,3,Monash City Council,-37.8763,145.17166
GLEN WAVERLEY,50 Madigan Dr,5,h,1480000,16.7,5,Monash City Council,-37.8888,145.18692
GLEN WAVERLEY,2/47 Panoramic Gr,3,h,1150000,16.7,3,Monash City Council,-37.88392,145.16808
GLEN WAVERLEY,5A York St,3,t,1200000,16.7,3,Monash City Council,-37.86832,145.17305
HALLAM,39 Alexander St,3,h,661000,32.3,3,Casey City Council,-38.00377,145.26161
HAMPTON,4 Bolton Av,3,h,2515000,13.8,3,Bayside City Council,-37.93105,144.99437
HAMPTON,16 Conifer St,3,h,1520000,13.8,3,Bayside City Council,-37.94515,145.01886
HAMPTON,2/46 Earlsfield Rd,3,t,1205000,13.8,3,Bayside City Council,-37.93531,145.017
HAMPTON,41 Grout St,4,h,2550000,13.8,4,Bayside City Council,-37.93478,145.01156
HAMPTON,49 Ludstone St,4,h,2135000,13.8,4,Bayside City Council,-37.93336,145.00769
HAMPTON,15 May St,4,h,1820000,13.8,4,Bayside City Council,-37.93598,145.01152
HAMPTON,102 Willis St,3,h,1450000,13.8,3,Bayside City Council,-37.93753,145.0102
HAMPTON EAST,2/6 Bartlett St,2,u,758000,13.8,2,Bayside City Council,-37.93688,145.03161
HAMPTON EAST,11 Keiller St,3,h,1060000,13.8,3,Bayside City Council,-37.93524,145.03438
HAMPTON EAST,32 Lonsdale Av,2,t,875000,13.8,2,Bayside City Council,-37.93522,145.02837
HIGHETT,21 Noyes St,4,h,1060000,16,4,Bayside City Council,-37.9516,145.02552
HIGHETT,6 Train St,3,t,1010000,16,3,Bayside City Council,-37.94783,145.04089
HUGHESDALE,2/1091 North Rd,4,t,917000,12.3,4,Monash City Council,-37.90859,145.08168
MENTONE,1/131 Balcombe Rd,3,t,995000,20,3,Kingston City Council,-37.98087,145.06024
MENTONE,11 Broome Av,3,h,950000,20,3,Kingston City Council,-37.98023,145.08402
MENTONE,21 Chicquita Cct,3,t,792000,20,3,Kingston City Council,-37.97928,145.0763
MENTONE,6/28 Florence St,2,t,525000,20,2,Kingston City Council,-37.98272,145.06246
MENTONE,6/14 Milan St,2,u,640000,20,2,Kingston City Council,-37.98684,145.06044
MENTONE,6/7 Rogers St,2,t,590000,20,2,Kingston City Council,-37.98233,145.06838
MOORABBIN,2/165 Wickham Rd,3,u,828000,14.3,3,Kingston City Council,-37.94511,145.04427
MORDIALLOC,4/1 Ashmore Av,2,u,675000,21.5,2,Kingston City Council,-38.00109,145.08454
MORDIALLOC,5 Reys Cl,4,h,1285000,21.5,4,Kingston City Council,-38.00394,145.1025
MOUNT WAVERLEY,54 Doynton Pde,4,h,1416000,14.2,4,Monash City Council,-37.88253,145.14414
MOUNT WAVERLEY,44 Essex Rd,4,h,1386000,14.2,4,Monash City Council,-37.86324,145.11765
MOUNT WAVERLEY,37 Illuka Cr,5,h,2420000,14.2,5,Monash City Council,-37.8875,145.14467
MOUNT WAVERLEY,72 Lechte Rd,4,h,1412000,14.2,4,Monash City Council,-37.87043,145.1399
MOUNT WAVERLEY,15 Lynden Gr,4,h,1335000,14.2,4,Monash City Council,-37.86118,145.11506
MOUNT WAVERLEY,11 Nicole St,5,h,1323000,14.2,5,Monash City Council,-37.8894,145.13391
MOUNT WAVERLEY,11 Pamela St,3,h,1451000,14.2,3,Monash City Council,-37.88494,145.11951
MOUNT WAVERLEY,37 Pascall St,4,h,1480000,14.2,4,Monash City Council,-37.86127,145.14271
MOUNT WAVERLEY,2/2 Una St,3,h,1150000,14.2,3,Monash City Council,-37.87399,145.13873
MULGRAVE,76 Hansworth St,3,h,850000,18.8,3,Monash City Council,-37.93134,145.17584
MULGRAVE,12 Orion Ct,3,h,912000,18.8,3,Monash City Council,-37.9213,145.16366
MULGRAVE,1 Sneddon Ct,4,h,1100000,18.8,4,Monash City Council,-37.9265,145.19758
NARRE WARREN,12 Emily Dr,4,h,792500,34.1,4,Casey City Council,-38.00626,145.29079
OAKLEIGH SOUTH,8 Fleming Ct,4,h,1255000,15.5,4,Kingston City Council,-37.93396,145.08291
OAKLEIGH SOUTH,9 Glennie Av,5,h,1361000,15.5,5,Kingston City Council,-37.92899,145.08346
OAKLEIGH SOUTH,19 Luntar Rd,3,h,950000,15.5,3,Kingston City Council,-37.92745,145.08276
PARKDALE,29 Evan St,3,h,1250000,21.5,3,Kingston City Council,-37.98752,145.08358
PATTERSON LAKES,6 Balarang Ct,3,h,670000,31.2,3,Kingston City Council,-38.07868,145.14743
SANDHURST,18 Tarcoola Wy,4,h,665000,34.7,4,Frankston City Council,-38.08543,145.1941
SANDRINGHAM,7 Duff St,4,h,1665000,15.2,4,Bayside City Council,-37.9602,145.02026
SANDRINGHAM,6 Jennings St,4,h,1915000,15.2,4,Bayside City Council,-37.95893,145.0128
SANDRINGHAM,27 Sandringham Rd,3,h,1610000,15.2,3,Bayside City Council,-37.95049,145.00724
SPRINGVALE,731 Princes Hwy,3,h,770000,20.8,3,Greater Dandenong City Council,-37.93975,145.16326
WHEELERS HILL,65 Cootamundra Dr,3,h,950000,16.7,3,Monash City Council,-37.91057,145.1719
WHEELERS HILL,7 Meadowbrook Dr,4,h,1211000,16.7,4,Monash City Council,-37.90667,145.17368
ASHWOOD,33 Douglas St,3,h,1575000,10.2,3,Monash City Council,-37.86394,145.09702
ASPENDALE,6 Foam St,4,h,1362000,21.5,4,Kingston City Council,-38.01695,145.09934
BEAUMARIS,33 Cloris Av,4,h,1740000,17.3,4,Bayside City Council,-37.98202,145.03742
BERWICK,20 Ambleside Cr,3,h,730000,35.2,3,Casey City Council,-38.03455,145.3358
BERWICK,39 Inkerman St,4,h,710000,35.2,4,Casey City Council,-38.06954,145.34785
BLACK ROCK,4/308 Beach Rd,2,u,799000,17.3,2,Bayside City Council,-37.97654,145.01704
BRIGHTON,2/160 Church St,4,t,2020000,10.5,4,Bayside City Council,-37.91674,144.99692
BRIGHTON,6 Harwood St,4,h,3100000,10.5,4,Bayside City Council,-37.89293,144.99138
BRIGHTON,2A Hillcrest Av,4,h,1850000,10.5,4,Bayside City Council,-37.90542,145.00604
BRIGHTON,50 Meek St,3,h,2020000,10.5,3,Bayside City Council,-37.90217,144.99337
BRIGHTON,34 Moffat St,4,h,2770000,10.5,4,Bayside City Council,-37.92314,144.99777
BRIGHTON,341 New St,3,t,1200000,10.5,3,Bayside City Council,-37.90345,144.99313
BRIGHTON,3 Seaview Av,4,h,1740000,10.5,4,Bayside City Council,-37.93091,144.99266
BRIGHTON EAST,11A Taylor St,4,h,1300000,10.3,4,Bayside City Council,-37.90381,145.01822
BURWOOD,8 Murray Dr,3,h,1588000,10.4,3,Monash City Council,-37.84625,145.10116
CARRUM,4/17 Church Rd,3,u,682500,31.2,3,Kingston City Council,-38.07888,145.12842
CHADSTONE,37 Jindabyne Av,3,h,1259000,11.7,3,Monash City Council,-37.87625,145.10324
CHELSEA HEIGHTS,3 Third Av,3,h,710000,27,3,Kingston City Council,-38.04513,145.1346
CHELTENHAM,21 Chaprowe Ct,2,u,681000,17.9,2,Bayside City Council,-37.96031,145.05829
CHELTENHAM,2/41 Harpley St,2,t,955000,17.9,2,Bayside City Council,-37.97342,145.07201
CHELTENHAM,6 Shadwell St,3,h,1230000,17.9,3,Bayside City Council,-37.96402,145.06658
CLARINDA,13 Dyer Ct,5,h,883300,17.5,5,Kingston City Council,-37.94452,145.11108
CLARINDA,6 Rosewall Pl,3,h,790000,17.5,3,Kingston City Council,-37.93765,145.10583
CLAYTON,4 Bayview Av,2,h,753000,16.7,2,Monash City Council,-37.90678,145.12367
CRANBOURNE,93 Cameron St,3,h,545000,34.7,3,Casey City Council,-38.10818,145.29062
DANDENONG,19 Bassett St,3,h,558000,24.7,3,Greater Dandenong City Council,-37.99136,145.20252
DANDENONG,5 Ronald St,3,h,789000,24.7,3,Greater Dandenong City Council,-37.98723,145.22214
DINGLEY VILLAGE,12 Campbell Gr,3,h,871000,22.2,3,Kingston City Council,-37.98068,145.12494
DINGLEY VILLAGE,11 Evelyn Ct,4,h,970000,22.2,4,Kingston City Council,-37.96853,145.12948
DOVETON,6 Virgilia St,3,h,451000,28.8,3,Casey City Council,-37.99729,145.23478
EDITHVALE,115 Ella Gr,3,h,875000,27,3,Kingston City Council,-38.03819,145.12443
EDITHVALE,5 Haig Av,3,h,995000,27,3,Kingston City Council,-38.03816,145.11459
FRANKSTON,24 Gretana Cr,3,h,550000,38,3,Frankston City Council,-38.14406,145.16352
FRANKSTON,10 Helvetia Ct,3,h,690000,38,3,Frankston City Council,-38.16135,145.13374
FRANKSTON SOUTH,15 Blackwood Ct,4,h,975000,38,4,Frankston City Council,-38.17829,145.14163
GLEN WAVERLEY,22 Campbell St,3,h,1310000,16.7,3,Monash City Council,-37.86941,145.17108
GLEN WAVERLEY,2 Cherry St,5,h,1285000,16.7,5,Monash City Council,-37.8656,145.15034
GLEN WAVERLEY,16 Cooper Av,4,h,1292000,16.7,4,Monash City Council,-37.89965,145.17135
GLEN WAVERLEY,31 Paxton Dr,3,h,1300000,16.7,3,Monash City Council,-37.89014,145.18269
GLEN WAVERLEY,480 Springvale Rd,4,h,1155000,16.7,4,Monash City Council,-37.89769,145.16307
HAMPTON,39 Crisp St,5,h,2500000,13.8,5,Bayside City Council,-37.94109,145.00648
HIGHETT,13 Tennyson St,3,h,1080000,16,3,Bayside City Council,-37.95422,145.054
HIGHETT,34 Tennyson St,3,h,2585000,16,3,Bayside City Council,-37.95457,145.05387
HIGHETT,13 Train St,5,h,1225000,16,5,Bayside City Council,-37.94708,145.04056
HUGHESDALE,120A Poath Rd,2,h,1200000,12.3,2,Monash City Council,-37.89601,145.07672
MENTONE,2/20 Albenca St,3,t,881000,20,3,Kingston City Council,-37.98001,145.07457
MENTONE,35 Bundora Pde,3,h,925000,20,3,Kingston City Council,-37.98155,145.09303
MENTONE,12/35 Collins St,1,u,350000,20,1,Kingston City Council,-37.97907,145.0571
MOORABBIN,43 Hillston Rd,3,h,901000,14.3,3,Kingston City Council,-37.94211,145.04573
MORDIALLOC,63 Chute St,3,h,1150000,21.5,3,Kingston City Council,-38.00076,145.09358
MOUNT WAVERLEY,1/3 Churcher Ct,3,u,875000,14.2,3,Monash City Council,-37.89402,145.10902
MOUNT WAVERLEY,44c Grenfell Rd,3,t,1150000,14.2,3,Monash City Council,-37.87925,145.11706
MOUNT WAVERLEY,7 Huntingtower Cr,4,h,1750000,14.2,4,Monash City Council,-37.87655,145.1401
MOUNT WAVERLEY,4 Inverell Av,5,h,1940000,14.2,5,Monash City Council,-37.8725,145.14482
MOUNT WAVERLEY,10 Rhonda St,4,h,1340000,14.2,4,Monash City Council,-37.88859,145.13335
NARRE WARREN,129 Fleetwood Dr,3,h,570000,34.1,3,Casey City Council,-38.03988,145.31927
NOTTING HILL,7 Tamala Av,3,h,1001000,16.7,3,Monash City Council,-37.90678,145.14698
OAKLEIGH EAST,1/28 Leumear St,3,t,905000,12.3,3,Monash City Council,-37.90389,145.1192
OAKLEIGH SOUTH,41 Colin Rd,2,h,955500,15.5,2,Kingston City Council,-37.91698,145.11225
OAKLEIGH SOUTH,12 Cunningham Pl,6,h,1210000,15.5,6,Kingston City Council,-37.9424,145.09609
PARKDALE,3/16 Clare St,3,u,742000,21.5,3,Kingston City Council,-37.98901,145.09134
SANDRINGHAM,4/245 Bluff Rd,3,t,1000000,15.2,3,Bayside City Council,-37.95496,145.01964
SEAFORD,18 Peterson St,5,h,850000,35.4,5,Frankston City Council,-38.10323,145.14322
SPRINGVALE SOUTH,4 Lindy Ct,3,h,750000,22.2,3,Greater Dandenong City Council,-37.9748,145.15213
WHEELERS HILL,12 Erskine Cr,4,h,1200000,16.7,4,Monash City Council,-37.91026,145.19298
WHEELERS HILL,99 Grandview Rd,4,h,1480000,16.7,4,Monash City Council,-37.9163,145.19612
WHEELERS HILL,77 Jells Rd,4,h,1250000,16.7,4,Monash City Council,-37.89953,145.19021
WHEELERS HILL,61 Mary Av,4,h,1136000,16.7,4,Monash City Council,-37.90401,145.19796
WHEELERS HILL,2 Rodney Cl,4,h,1500000,16.7,4,Monash City Council,-37.90466,145.19434
WHEELERS HILL,4 Tyrone Ct,4,h,1194700,16.7,4,Monash City Council,-37.92048,145.18258
ASHWOOD,11 Gubbah Ct,4,h,1311750,10.2,4,Monash City Council,-37.87151,145.10311
ASPENDALE,5/4 Groves St,3,t,1140000,21.5,3,Kingston City Council,-38.02779,145.10119
BEAUMARIS,3/85 Charman Rd,1,u,291500,17.3,1,Bayside City Council,-37.98075,145.05263
BEAUMARIS,9A Comas Rd,3,h,1150000,17.3,3,Bayside City Council,-37.97316,145.04042
BERWICK,9 Cambridge Dr,4,h,1000000,35.2,4,Casey City Council,-38.01205,145.32933
BERWICK,13 Ridge Rd,3,h,835000,35.2,3,Casey City Council,-38.03383,145.36314
BLACK ROCK,20 Ebden Av,3,h,2525000,17.3,3,Bayside City Council,-37.97705,145.0178
BLACK ROCK,3/3 First St,3,u,945000,17.3,3,Bayside City Council,-37.97676,145.01851
BONBEACH,37 Mernda Av,3,h,965000,27,3,Kingston City Council,-38.06866,145.12677
BRIGHTON,34 Durrant St,3,h,1900000,10.5,3,Bayside City Council,-37.90927,145.00326
BRIGHTON,6/28 Murphy St,2,u,974250,10.5,2,Bayside City Council,-37.89367,144.99721
BRIGHTON,5/344 New St,2,u,630500,10.5,2,Bayside City Council,-37.90233,144.99375
BRIGHTON EAST,86 Glencairn Av,5,h,2750000,10.3,5,Bayside City Council,-37.92427,145.02003
BRIGHTON EAST,3/756 Hawthorn Rd,3,t,1051000,10.3,3,Bayside City Council,-37.91322,145.01654
CARRUM,11/26 Valetta St,2,u,553500,31.2,2,Kingston City Council,-38.07393,145.12423
CARRUM DOWNS,6 Lewin St,3,h,630000,34.9,3,Frankston City Council,-38.10521,145.17834
CHADSTONE,1/139 Waverley Rd,2,h,686000,11.7,2,Monash City Council,-37.88176,145.10392
CHELSEA,1/67 Ella Gr,2,u,685000,27,2,Kingston City Council,-38.04205,145.12418
CHELSEA,501 Nepean Hwy,3,h,1210000,27,3,Kingston City Council,-38.05934,145.11848
CHELSEA HEIGHTS,26 Fielding Dr,4,h,890000,27,4,Kingston City Council,-38.05223,145.13944
CHELTENHAM,5 Alice St,3,h,1100000,17.9,3,Bayside City Council,-37.97462,145.07906
CHELTENHAM,1/5 Gillman St,3,t,851000,17.9,3,Bayside City Council,-37.97196,145.05561
CHELTENHAM,139 Park Rd,3,h,1015000,17.9,3,Bayside City Council,-37.96488,145.05276
CHELTENHAM,53 Primrose Av,3,t,795000,17.9,3,Bayside City Council,-37.95656,145.06926
CHELTENHAM,72 Wilson St,3,h,1160000,17.9,3,Bayside City Council,-37.9583,145.06041
CHELTENHAM,53 Wingrove St,4,h,1160000,17.9,4,Bayside City Council,-37.95272,145.06573
CLARINDA,47 Carbine Av,4,h,878000,17.5,4,Kingston City Council,-37.94422,145.10488
CLAYTON SOUTH,4 Wannan Ct,3,h,800000,17.5,3,Kingston City Council,-37.94146,145.11121
DANDENONG,2/67 Herbert St,2,u,431000,24.7,2,Greater Dandenong City Council,-37.98093,145.21841
DANDENONG,1/4 MacPherson St,2,u,445000,24.7,2,Greater Dandenong City Council,-37.98664,145.22285
DANDENONG NORTH,2/13 Second Av,2,u,335000,24.7,2,Greater Dandenong City Council,-37.95602,145.20944
EDITHVALE,27 Elsie Gr,3,t,895000,27,3,Kingston City Council,-38.04322,145.11738
EDITHVALE,77 Fraser Av,3,h,837000,27,3,Kingston City Council,-38.03804,145.11728
EDITHVALE,107 Kinross Av,3,h,950000,27,3,Kingston City Council,-38.03288,145.11678
FRANKSTON,18 Frawley St,4,h,605000,38,4,Frankston City Council,-38.14708,145.14678
FRANKSTON,10 Plover Cl,3,h,634000,38,3,Frankston City Council,-38.14738,145.16653
FRANKSTON SOUTH,70 Derinya Dr,4,h,1350000,38,4,Frankston City Council,-38.17488,145.1234
GLEN WAVERLEY,58 Cambridge Dr,4,h,1190000,16.7,4,Monash City Council,-37.89231,145.15141
GLEN WAVERLEY,8 Edith St,3,h,2450000,16.7,3,Monash City Council,-37.87376,145.15238
GLEN WAVERLEY,9 Finton Cl,4,h,1214000,16.7,4,Monash City Council,-37.8893,145.18747
GLEN WAVERLEY,16 Rhodes Dr,4,h,1631888,16.7,4,Monash City Council,-37.88551,145.17559
HAMPTON,132 Ludstone St,4,h,1800000,13.8,4,Bayside City Council,-37.93492,145.01758
HAMPTON,36 May St,4,t,2000000,13.8,4,Bayside City Council,-37.937,145.01169
HAMPTON,4 The Avenue,4,h,2500000,13.8,4,Bayside City Council,-37.92983,145.00167
HAMPTON EAST,10 Wickham Rd,4,h,1125000,13.8,4,Bayside City Council,-37.94312,145.0244
HIGHETT,17 Nicol St,4,h,1911000,16,4,Bayside City Council,-37.94964,145.02753
HIGHETT,3/15 Turner Rd,2,u,770000,16,2,Bayside City Council,-37.95087,145.04987
HUGHESDALE,13 Richardson St,3,h,1360000,12.3,3,Monash City Council,-37.89978,145.08371
HUNTINGDALE,33 Beauford St,3,h,1205000,12.3,3,Monash City Council,-37.90823,145.10851
KEYSBOROUGH,7 Allawah Cl,3,h,770000,25.2,3,Greater Dandenong City Council,-37.98433,145.17041
MENTONE,6 Blackwood Av,3,h,815000,20,3,Kingston City Council,-37.98227,145.08134
MENTONE,3/18 Collins St,1,u,300000,20,1,Kingston City Council,-37.97919,145.05545
MORDIALLOC,3/44 Cedric St,2,u,401000,21.5,2,Kingston City Council,-37.99793,145.09487
MOUNT WAVERLEY,9 Albert St,3,h,1425000,14.2,3,Monash City Council,-37.88344,145.12545
MOUNT WAVERLEY,2 Ormiston St,4,h,1400000,14.2,4,Monash City Council,-37.86301,145.14145
MOUNT WAVERLEY,34 Park La,3,h,1586000,14.2,3,Monash City Council,-37.88061,145.12449
MOUNT WAVERLEY,11 Robin Gr,3,h,1560000,14.2,3,Monash City Council,-37.874,145.14351
MOUNT WAVERLEY,2/214 Stephensons Rd,3,u,853000,14.2,3,Monash City Council,-37.87141,145.13029
MOUNT WAVERLEY,1/45 Sunhill Rd,2,u,873000,14.2,2,Monash City Council,-37.86713,145.12782
MOUNT WAVERLEY,8 Susan Ct,4,h,1408000,14.2,4,Monash City Council,-37.86445,145.12538
MOUNT WAVERLEY,35 Waimarie Dr,4,h,1800000,14.2,4,Monash City Council,-37.87729,145.13296
MULGRAVE,12 Brookland Ct,4,h,1080000,18.8,4,Monash City Council,-37.93173,145.19475
MULGRAVE,9 Caledonia Cr,3,h,1105000,18.8,3,Monash City Council,-37.93041,145.16024
MULGRAVE,3/4 Dendy Ct,2,u,580000,18.8,2,Monash City Council,-37.93362,145.16521
MULGRAVE,5 Lola St,5,h,880000,18.8,5,Monash City Council,-37.92914,145.17372
MULGRAVE,25 Rupert Dr,3,h,840000,18.8,3,Monash City Council,-37.93271,145.17792
NOBLE PARK,1/1203 Heatherton Rd,2,u,400000,22.7,2,Greater Dandenong City Council,-37.96581,145.18139
NOTTING HILL,25 Bingley Av,3,h,1075000,16.7,3,Monash City Council,-37.90556,145.1486
OAKLEIGH,1/126 Atherton Rd,2,u,743000,12.3,2,Monash City Council,-37.90008,145.09787
OAKLEIGH,68 Haughton Rd,3,h,760000,12.3,3,Monash City Council,-37.90584,145.09495
OAKLEIGH EAST,60 Highland Av,3,h,1382000,12.3,3,Monash City Council,-37.90638,145.11733
OAKLEIGH SOUTH,28 Beryl Av,4,h,1450000,15.5,4,Kingston City Council,-37.9212,145.09125
PARKDALE,11/158 Como Pde W,2,u,500000,21.5,2,Kingston City Council,-37.99139,145.07244
PARKDALE,2/26 Olive Gr,2,u,520000,21.5,2,Kingston City Council,-37.98433,145.07963
PARKDALE,1/25 White St,2,t,500000,21.5,2,Kingston City Council,-37.99848,145.08669
SANDRINGHAM,4/388 Bluff Rd,4,t,1050000,15.2,4,Bayside City Council,-37.94723,145.02268
SPRINGVALE,4 Audrey St,3,h,881000,20.8,3,Greater Dandenong City Council,-37.94434,145.16289
SPRINGVALE,42 Avondale St,4,u,917000,20.8,5,Greater Dandenong City Council,-37.9399,145.1537
SPRINGVALE,1/22 Turner Cl,2,u,592000,20.8,2,Greater Dandenong City Council,-37.93528,145.16114
WHEELERS HILL,41 MacKellar Av,3,h,1062000,16.7,3,Monash City Council,-37.91244,145.17028
WHEELERS HILL,17 Plato Cr,3,h,1025000,16.7,3,Monash City Council,-37.90823,145.16173
WHEELERS HILL,6 Rostella Ct,4,h,1280000,16.7,4,Monash City Council,-37.90127,145.17617
WHEELERS HILL,2 Wattleglade Ct,5,h,1660000,16.7,5,Monash City Council,-37.90001,145.18688
ASHWOOD,1/18 Raymond St,4,t,1245000,10.2,4,Monash City Council,-37.86561,145.10955
BEAUMARIS,21 Hardinge St,5,h,2750000,17.3,5,Bayside City Council,-37.98738,145.03517
BEAUMARIS,11 Hastings Av,3,h,1589000,17.3,3,Bayside City Council,-37.98045,145.04833
BEAUMARIS,12 McNamara St,4,h,1385000,17.3,4,Bayside City Council,-37.97258,145.05123
BEAUMARIS,26 Reid St,4,h,2000000,17.3,4,Bayside City Council,-37.99184,145.03526
BLACK ROCK,209 Beach Rd,3,h,1900000,17.3,3,Bayside City Council,-37.96374,145.01235
BLACK ROCK,27 Second St,2,h,1090000,17.3,2,Bayside City Council,-37.97819,145.02118
BONBEACH,14 Haldane St,3,h,920000,27,3,Kingston City Council,-38.06688,145.12398
BRIGHTON,3 Adamson St,4,h,3200000,10.5,4,Bayside City Council,-37.91559,144.99885
BRIGHTON,19/18 Cochrane St,2,u,550000,10.5,2,Bayside City Council,-37.90415,144.9997
BRIGHTON,53 Elwood St,4,h,2830000,10.5,4,Bayside City Council,-37.90034,144.99609
BRIGHTON,44 Meek St,4,h,2260000,10.5,4,Bayside City Council,-37.90217,144.99337
BRIGHTON EAST,76 Canberra Gr,3,h,2060000,10.3,3,Bayside City Council,-37.92364,145.01118
BRIGHTON EAST,60 Cummins Rd,3,h,1650000,10.3,3,Bayside City Council,-37.92698,145.02673
BRIGHTON EAST,375 South Rd,5,h,1650000,10.3,5,Bayside City Council,-37.93203,145.02844
BRIGHTON EAST,110 Thomas St,3,h,1380000,10.3,3,Bayside City Council,-37.90873,145.02501
BRIGHTON EAST,4/24 Thomas St,2,u,561000,10.3,2,Bayside City Council,-37.91688,145.02339
BURWOOD,3 Aylwin Av,3,h,1220000,10.4,3,Monash City Council,-37.84691,145.10029
BURWOOD,23 Cromwell St,3,h,1238000,10.4,3,Monash City Council,-37.85296,145.1055
BURWOOD,58 Eley Rd,4,h,1535000,10.4,4,Monash City Council,-37.84533,145.12764
BURWOOD,30 Montpellier Rd,4,h,1480000,10.4,4,Monash City Council,-37.85758,145.10792
BURWOOD,42 Uganda St,3,h,1340000,10.4,3,Monash City Council,-37.84375,145.10591
BURWOOD,11 Webb St,2,h,1322500,10.4,2,Monash City Council,-37.85621,145.10641
CARRUM DOWNS,1 Broderick Rd,4,h,546000,34.9,3,Frankston City Council,-38.10346,145.18159
CARRUM DOWNS,2 Donna St,3,h,532000,34.9,3,Frankston City Council,-38.10429,145.17178
CARRUM DOWNS,2 Tasman Ct,3,h,615000,34.9,3,Frankston City Council,-38.09187,145.19463
CHADSTONE,1/46 Margot St,3,u,851500,11.7,3,Monash City Council,-37.87914,145.09643
CHADSTONE,1/3 moona Ct,4,h,920000,11.7,4,Monash City Council,-37.88003,145.0971
CHADSTONE,23 Oakpark Dr,3,h,990000,11.7,3,Monash City Council,-37.88932,145.10299
CHADSTONE,3/1 Rae St,3,t,865000,11.7,3,Monash City Council,-37.88601,145.09286
CHELSEA HEIGHTS,7 Brolga Av,3,h,725000,27,3,Kingston City Council,-38.04922,145.13904
CHELTENHAM,78 Albenca St,5,h,1300000,17.9,5,Bayside City Council,-37.97404,145.07541
CHELTENHAM,42 Snowdon Dr,3,h,975000,17.9,3,Bayside City Council,-37.97334,145.08192
CLAYTON SOUTH,3/54 Oakes Av,2,u,460000,17.5,2,Kingston City Council,-37.93663,145.13521
CLAYTON SOUTH,26 Tarago Cr,3,h,950000,17.5,3,Kingston City Council,-37.94122,145.10924
CRANBOURNE,48 Majestic Bvd,5,h,720008,34.7,5,Casey City Council,-38.08902,145.29006
DANDENONG,43 Ann St,5,h,825000,24.7,5,Greater Dandenong City Council,-37.97888,145.2164
DANDENONG NORTH,22 Pinewood Av,5,h,600000,24.7,5,Greater Dandenong City Council,-37.96171,145.20122
EDITHVALE,20 Northcliffe Rd,3,h,1100000,27,3,Kingston City Council,-38.04214,145.11372
ENDEAVOUR HILLS,16 Hughes Cl,3,h,580000,28.5,3,Casey City Council,-37.97535,145.25121
