Suburb,Address,Rooms,Type,Price,Distance,Bedroom2,CouncilArea,Lattitude,Longtitude
FRANKSTON SOUTH,4 Neil St,3,h,980000,38,3,Frankston City Council,-38.15838,145.1122
FRANKSTON SOUTH,13 Hoadley Av,3,h,730000,38,3,Frankston City Council,-38.15929,145.11266
FRANKSTON SOUTH,1 Barriedale Gr,4,h,920000,38,4,Frankston City Council,-38.19043,145.13817
FRANKSTON SOUTH,13 Buckingham Pl,5,h,825000,38,5,Frankston City Council,-38.17185,145.14299
FRANKSTON SOUTH,31 Hoadley Av,3,h,820000,38,3,Frankston City Council,-38.15969,145.11413
GLEN WAVERLEY,91 Orchard St,4,h,1750000,16.7,4,Monash City Council,-37.87173,145.15267
GLEN WAVERLEY,1/8 Short St,2,u,1100000,16.7,2,Monash City Council,-37.88245,145.15982
GLEN WAVERLEY,53 Campbell St,3,h,3056000,16.7,4,Monash City Council,-37.86957,145.17544
GLEN WAVERLEY,24 Florence St,3,h,1900000,16.7,3,Monash City Council,-37.88351,145.15714
GLEN WAVERLEY,7 Kinnoull Gr,5,h,2650000,16.7,6,Monash City Council,-37.87853,145.15542
GLEN WAVERLEY,10/18 Tulloch Gr,3,t,655000,16.7,3,Monash City Council,-37.89873,145.15072
GLEN WAVERLEY,4 Turner Ct,3,h,1550000,16.7,3,Monash City Council,-37.88255,145.14727
GLEN WAVERLEY,20 Walter St,4,h,1715000,16.7,4,Monash City Council,-37.86924,145.16471
GLEN WAVERLEY,37 Brentwood Dr,4,h,1130000,16.7,4,Monash City Council,-37.90004,145.17205
GLEN WAVERLEY,11 Buller Dr,4,h,1331000,16.7,4,Monash City Council,-37.86584,145.16502
GLEN WAVERLEY,19 Norfolk St,4,h,1100000,16.7,4,Monash City Council,-37.89814,145.14457
GLEN WAVERLEY,1/14 Utah Rd,3,u,1135000,16.7,3,Monash City Council,-37.86931,145.15081
GLEN WAVERLEY,15 Alimar Rd,3,h,1908000,16.7,3,Monash City Council,-37.88462,145.17315
GLEN WAVERLEY,1 Dorset St,3,h,1070000,16.7,3,Monash City Council,-37.89813,145.14652
GLEN WAVERLEY,42 Caithness Cr,3,h,1311000,16.7,3,Monash City Council,-37.88984,145.18016
GLEN WAVERLEY,2/25 Fernhill St,2,u,960000,16.7,2,Monash City Council,-37.87606,145.15951
GLEN WAVERLEY,707 Waverley Rd,5,h,1116500,16.7,5,Monash City Council,-37.88902,145.16678
GLEN WAVERLEY,2/51 Avonhurst Dr,2,u,656000,16.7,2,Monash City Council,-37.89919,145.14856
GLEN WAVERLEY,1/6 Kirstina Rd,2,u,730000,16.7,2,Monash City Council,-37.89017,145.1652
GLEN WAVERLEY,32 Maylands Cr,5,h,1182000,16.7,5,Monash City Council,-37.90383,145.17166
GLEN WAVERLEY,2/40 The Outlook,4,u,1500000,16.7,4,Monash City Council,-37.88425,145.17031
GLEN WAVERLEY,25 Walter St,3,h,1800000,16.7,3,Monash City Council,-37.86954,145.16429
GLEN WAVERLEY,2 Wattletree Ct,5,h,1832000,16.7,5,Monash City Council,-37.87942,145.17668
GLEN WAVERLEY,2/32 Wilson Rd,3,u,1000000,16.7,3,Monash City Council,-37.88599,145.17031
GLEN WAVERLEY,20 Cowrie St,4,h,1200000,16.7,4,Monash City Council,-37.88927,145.18548
GLEN WAVERLEY,9 McKenna Rd,3,h,1130000,16.7,3,Monash City Council,-37.89928,145.1474
GLEN WAVERLEY,76 Callaghan Av,2,u,791000,16.7,2,Monash City Council,-37.89291,145.15399
GLEN WAVERLEY,19 Diamond Av,3,h,1370000,16.7,3,Monash City Council,-37.8717,145.17267
GLEN WAVERLEY,16 Clematis St,4,h,1790000,16.7,4,Monash City Council,-37.87738,145.18083
GLEN WAVERLEY,9 Dorset St,4,t,1170000,16.7,4,Monash City Council,-37.89868,145.14635
GLEN WAVERLEY,31 Hampstead Cr,4,h,1320000,16.7,4,Monash City Council,-37.90317,145.16607
GLEN WAVERLEY,94 Herriotts Bvd,5,h,1320000,16.7,5,Monash City Council,-37.89891,145.15341
GLEN WAVERLEY,6 Melrose Ct,4,h,1152000,16.7,4,Monash City Council,-37.87432,145.18766
GLEN WAVERLEY,31 Chapman Bvd,3,h,1275000,16.7,3,Monash City Council,-37.88809,145.19011
GLEN WAVERLEY,45 Kennedy St,3,h,1750000,16.7,3,Monash City Council,-37.8763,145.17166
GLEN WAVERLEY,50 Madigan Dr,5,h,1480000,16.7,5,Monash City Council,-37.8888,145.18692
GLEN WAVERLEY,22 Campbell St,3,h,1310000,16.7,3,Monash City Council,-37.86941,145.17108
GLEN WAVERLEY,2 Cherry St,5,h,1285000,16.7,5,Monash City Council,-37.8656,145.15034
GLEN WAVERLEY,16 Cooper Av,4,h,1292000,16.7,4,Monash City Council,-37.89965,145.17135
GLEN WAVERLEY,31 Paxton Dr,3,h,1300000,16.7,3,Monash City Council,-37.89014,145.18269
GLEN WAVERLEY,480 Springvale Rd,4,h,1155000,16.7,4,Monash City Council,-37.89769,145.16307
GLEN WAVERLEY,58 Cambridge Dr,4,h,1190000,16.7,4,Monash City Council,-37.89231,145.15141
GLEN WAVERLEY,8 Edith St,3,h,2450000,16.7,3,Monash City Council,-37.87376,145.15238
GLEN WAVERLEY,9 Finton Cl,4,h,1214000,16.7,4,Monash City Council,-37.8893,145.18747
GLEN WAVERLEY,16 Rhodes Dr,4,h,1631888,16.7,4,Monash City Council,-37.88551,145.17559
GLEN WAVERLEY,576 Blackburn Rd,3,h,1100000,16.7,3,Monash City Council,-37.89698,145.14398
GLEN WAVERLEY,3 Winmalee Dr,3,h,1075000,16.7,3,Monash City Council,-37.8956,145.15502
GLEN WAVERLEY,14 Campbell St,5,h,2670000,16.7,5,Monash City Council,-37.8693,145.17012
GLEN WAVERLEY,6 Dinadan Ct,5,h,1630000,16.7,5,Monash City Council,-37.86725,145.1856
GLEN WAVERLEY,23 Diamond Av,4,h,1439000,16.7,4,Monash City Council,-37.87215,145.17259
GLEN WAVERLEY,2 Hampton Ct,4,h,1300000,16.7,4,Monash City Council,-37.8939,145.14707
GLEN WAVERLEY,5 Jordan Gr,4,h,1500000,16.7,4,Monash City Council,-37.88638,145.16745
GLEN WAVERLEY,34 Mannering Dr,4,h,1640000,16.7,4,Monash City Council,-37.89374,145.17118
GLEN WAVERLEY,13 Avendon Bvd,5,h,1950000,16.7,5,Monash City Council,-37.8785,145.1529
GLEN WAVERLEY,4 Elmwood Cr,3,h,1100000,16.7,3,Monash City Council,-37.8963,145.1559
GLEN WAVERLEY,14 Owens Av,3,h,1335000,16.7,3,Monash City Council,-37.8904,145.1597
GLEN WAVERLEY,829 Waverley Rd,4,h,1100000,16.7,4,Monash City Council,-37.8906,145.182
GLEN WAVERLEY,19 Fernhill St,3,h,2380000,16.7,3,Monash City Council,-37.8756,145.1599
GLEN WAVERLEY,538 Highbury Rd,4,h,1150000,16.7,4,Monash City Council,-37.8603,145.1537
GLEN WAVERLEY,2 Louise Ct,5,h,2202000,16.7,5,Monash City Council,-37.8689,145.1546
GLEN WAVERLEY,7 Matthew St,3,h,1605000,16.7,3,Monash City Council,-37.874,145.1499
GLEN WAVERLEY,29 Pippin Av,3,h,1600000,16.7,3,Monash City Council,-37.868,145.1501
GLEN WAVERLEY,23 Alimar Rd,4,h,1760000,16.7,4,Monash City Council,-37.8852,145.173
GLEN WAVERLEY,9 Alimar Rd,5,h,1863000,16.7,5,Monash City Council,-37.8842,145.1732
GLEN WAVERLEY,15 Grantley Dr,3,h,1270100,16.7,3,Monash City Council,-37.8639,145.171
GLEN WAVERLEY,22 Mount St,2,h,1801001,16.7,2,Monash City Council,-37.8819,145.1681
GLEN WAVERLEY,42 Brentwood Dr,4,h,1140000,16.7,4,Monash City Council,-37.90053,145.17132
GLEN WAVERLEY,15 Herriotts Bvd,6,h,1411000,16.7,6,Monash City Council,-37.8958,145.1483
GLEN WAVERLEY,1 May Ct,5,h,1350000,16.7,5,Monash City Council,-37.89563,145.15104
GLEN WAVERLEY,46 Maylands Cr,4,h,1170000,16.7,4,Monash City Council,-37.90401,145.17309
GLEN WAVERLEY,35 Orchard St,3,h,1600000,16.7,3,Monash City Council,-37.86722,145.15354
GLEN WAVERLEY,29 Norfolk St,3,h,1130000,16.7,3,Monash City Council,-37.89888,145.14441
GLEN WAVERLEY,7 Gwingana Cr,5,h,1925000,16.7,5,Monash City Council,-37.88724,145.17532
GLEN WAVERLEY,8 Glenwood Av,4,h,1260000,16.7,4,Monash City Council,-37.89009,145.15757
GLEN WAVERLEY,4 Canova Dr,3,h,1075000,16.7,4,Monash City Council,-37.86206,145.16452
GLEN WAVERLEY,5 Wilfred Ct,5,h,815000,16.7,5,Monash City Council,-37.89524,145.1587
GLEN WAVERLEY,11 Bunker Cr,5,h,1758000,16.7,5,Monash City Council,-37.88385,145.15088
GLEN WAVERLEY,21 Ingleside Cr,4,h,1459000,16.7,4,Monash City Council,-37.88618,145.14701
GLEN WAVERLEY,11 The Ridge,3,h,1700000,16.7,3,Monash City Council,-37.86993,145.16531
GLEN WAVERLEY,323 Gallaghers Rd,5,h,2500000,16.7,5,Monash City Council,-37.88811,145.1764
GLEN WAVERLEY,6 Goodin Gr,3,h,2420000,16.7,3,Monash City Council,-37.8758,145.16235
GLEN WAVERLEY,42 Maylands Cr,4,h,1080000,16.7,4,Monash City Council,-37.90396,145.17267
GLEN WAVERLEY,54 Torwood Av,4,h,1400500,16.7,4,Monash City Council,-37.8836,145.18661
GLEN WAVERLEY,594 Blackburn Rd,3,h,1045000,16.7,3,Monash City Council,-37.89834,145.14378
GLEN WAVERLEY,58 Delmore Cr,3,h,1330000,16.7,3,Monash City Council,-37.86361,145.15233
GLEN WAVERLEY,3 Garwain Pde,4,h,1280000,16.7,4,Monash City Council,-37.8697,145.18103
GLEN WAVERLEY,1 Herald Ct,4,h,1250000,16.7,4,Monash City Council,-37.87327,145.18531
GLEN WAVERLEY,24 Jordan Gr,3,h,1350000,16.7,3,Monash City Council,-37.88768,145.16755
GLEN WAVERLEY,4 Marcia Ct,3,h,1220000,16.7,3,Monash City Council,-37.8931,145.1557
GLEN WAVERLEY,25 Tulloch Gr,5,h,1000000,16.7,5,Monash City Council,-37.89877,145.15125
HALLAM,5 Katrina Cl,3,h,662500,32.3,3,Casey City Council,-38.00022,145.2709
HALLAM,196 Princes Hwy,3,h,680000,32.3,3,Casey City Council,-38.00533,145.26907
HALLAM,11 Turanga Pl,3,h,601000,32.3,3,Casey City Council,-38.00305,145.2729
HALLAM,87 Frawley Rd,3,h,1300000,32.3,3,Casey City Council,-38.00128,145.27213
HALLAM,39 Alexander St,3,h,661000,32.3,3,Casey City Council,-38.00377,145.26161
HALLAM,64 Frawley Rd,3,h,645000,32.3,3,Casey City Council,-37.9994,145.25724
HAMPTON PARK,14 Tatterson St,3,h,561000,33.3,3,Casey City Council,-38.03378,145.2621
HAMPTON PARK,75 Pound Rd,4,h,622000,33.3,4,Casey City Council,-38.02683,145.25871
HAMPTON PARK,6 The Mews,3,h,400000,33.3,3,Casey City Council,-38.0457,145.27395
HAMPTON PARK,4 Somerville Rd,4,h,625000,33.3,4,Casey City Council,-38.02981,145.24826
HEATHERTON,9 Byng Av,3,h,785000,18.7,3,Kingston City Council,-37.95259,145.08054
HEATHERTON,8 Byng Av,3,h,876000,18.7,3,Kingston City Council,-37.95266,145.08088
HEATHERTON,4 Maureen Ct,3,h,790000,18.7,3,Kingston City Council,-37.95313,145.08308
HIGHETT,2/25 Wilson St,2,u,645000,16,2,Bayside City Council,-37.94887,145.02647
HIGHETT,3 The Crescent,3,h,1190000,16,3,Bayside City Council,-37.94654,145.04863
HIGHETT,14 Avoca St,3,h,1155000,16,3,Bayside City Council,-37.95378,145.03267
HIGHETT,6 Muir St,4,h,1220000,16,4,Bayside City Council,-37.94578,145.03564
HIGHETT,3/46 Tibrockney St,2,h,548000,16,2,Bayside City Council,-37.95037,145.03473
HIGHETT,4 Major St,4,h,1300000,16,4,Bayside City Council,-37.94783,145.03983
HIGHETT,3 Seaton Rd,4,h,1430000,16,4,Bayside City Council,-37.94549,145.03332
HIGHETT,8 Sydenham St,3,h,1600000,16,3,Bayside City Council,-37.95357,145.02651
HIGHETT,44 Graham Rd,3,h,1430000,16,3,Bayside City Council,-37.9511,145.04171
HIGHETT,33 Haynes St,4,h,1820000,16,4,Bayside City Council,-37.94882,145.03111
HIGHETT,3 Port St,3,h,1242000,16,3,Bayside City Council,-37.95384,145.05443
HIGHETT,4/27 Wilson St,2,u,677500,16,2,Bayside City Council,-37.94874,145.02631
HIGHETT,9 Barnet St,3,h,1460000,16,3,Bayside City Council,-37.95008,145.03203
HIGHETT,10 Haynes St,4,h,1535000,16,4,Bayside City Council,-37.94999,145.03122
HIGHETT,28 Graham Rd,3,h,1257000,16,3,Bayside City Council,-37.9526,145.04207
HIGHETT,1/12 Jillian Av,3,t,1200000,16,3,Bayside City Council,-37.94775,145.02379
HIGHETT,1/1 Peterson St,3,t,1030000,16,3,Bayside City Council,-37.9461,145.02432
HIGHETT,23 The Crescent,3,h,1260000,16,3,Bayside City Council,-37.94691,145.04935
HIGHETT,31 The Crescent,4,t,1200000,16,4,Bayside City Council,-37.94633,145.04947
HIGHETT,46 Wilson St,2,h,1150000,16,2,Bayside City Council,-37.94763,145.02717
HIGHETT,48 Turner Rd,2,h,832000,16,2,Bayside City Council,-37.95188,145.05369
HIGHETT,14 Ashwood Av,4,h,1550000,16,4,Bayside City Council,-37.94957,145.0246
HIGHETT,13 Tennyson St,3,h,1080000,16,3,Bayside City Council,-37.95422,145.054
HIGHETT,34 Tennyson St,3,h,2585000,16,3,Bayside City Council,-37.95457,145.05387
HIGHETT,13 Train St,5,h,1225000,16,5,Bayside City Council,-37.94708,145.04056
HIGHETT,17 Nicol St,4,h,1911000,16,4,Bayside City Council,-37.94964,145.02753
HIGHETT,2/4 Turner Rd,2,u,680500,16,2,Bayside City Council,-37.95147,145.04904
HIGHETT,1221A Nepean Hwy,2,t,815000,16,2,Bayside City Council,-37.95616,145.05188
HIGHETT,24 Ashwood Av,4,h,1563000,16,4,Bayside City Council,-37.9489,145.02475
HIGHETT,8 Monamie Av,2,h,900000,16,2,Bayside City Council,-37.9458,145.03799
HIGHETT,39 Nicol St,4,h,1340000,16,4,Bayside City Council,-37.94815,145.02783
HIGHETT,24 View St,5,h,1776000,16,5,Bayside City Council,-37.94996,145.0452
HIGHETT,188 Wickham Rd,3,h,1100000,16,3,Bayside City Council,-37.94612,145.04873
HIGHETT,3 Barnet St,3,h,1325000,16,3,Bayside City Council,-37.9505,145.0319
HIGHETT,9 Miller St,3,h,1200000,16,3,Bayside City Council,-37.9502,145.0296
HIGHETT,35 Wilson St,3,h,1268000,16,3,Bayside City Council,-37.9483,145.0267
HIGHETT,25 Haynes St,3,h,1430000,16,3,Bayside City Council,-37.94938,145.03099
HIGHETT,152 Wickham Rd,3,h,900000,16,3,Bayside City Council,-37.94549,145.04454
HIGHETT,23 Middleton St,3,h,1410000,16,3,Bayside City Council,-37.95049,145.03915
HIGHETT,4 Marchant St,4,t,1550000,16,4,Bayside City Council,-37.95075,145.02513
HIGHETT,44 Miller St,4,t,1480000,16,4,Bayside City Council,-37.94784,145.03048
HIGHETT,13 George St,4,h,1535000,16,4,Bayside City Council,-37.9485,145.032
HIGHETT,43 Wilson St,3,h,1420000,16,3,Bayside City Council,-37.94773,145.02679
HIGHETT,4 Worthing Rd,3,h,1350000,16,3,Bayside City Council,-37.9477,145.03877
HIGHETT,52 Ashwood Av,3,t,870000,16,3,Bayside City Council,-37.94703,145.02513
HIGHETT,13 Cloyne St,3,h,1280000,16,3,Bayside City Council,-37.95408,145.03569
HIGHETT,13 Henry St,3,h,1046000,16,3,Bayside City Council,-37.94726,145.04292
HIGHETT,38 Nicol St,4,h,1650000,16,4,Bayside City Council,-37.94832,145.02815
HIGHETT,30 Rose St,3,h,1482000,16,3,Bayside City Council,-37.94948,145.03373
HUGHESDALE,18 Paget St,2,h,1550000,13,2,Monash City Council,-37.8931,145.0791
HUGHESDALE,1/13 Swindon Rd,2,u,516000,13,2,Monash City Council,-37.8967,145.0858
HUGHESDALE,20 Dalston Rd,3,h,1340000,13,3,Monash City Council,-37.8994,145.0816
HUGHESDALE,13/30 Maroo St,3,u,855000,13,3,Monash City Council,-37.8909,145.0807
HUGHESDALE,30 Kinrade St,3,h,1316000,13,2,Monash City Council,-37.9072,145.0762
HUGHESDALE,2/19 Swindon Rd,3,t,828000,13,3,Monash City Council,-37.8966,145.0863
HUGHESDALE,19 Canterbury St,3,h,1055000,13,3,Monash City Council,-37.9022,145.0811
HUGHESDALE,4/89 Kangaroo Rd,2,u,623000,13,2,Monash City Council,-37.8988,145.0781
HUGHESDALE,3 Paget St,4,h,2120000,13,4,Monash City Council,-37.8927,145.0781
HUGHESDALE,8 Bowmore St,4,h,1745000,13,4,Monash City Council,-37.9002,145.0768
HUGHESDALE,14 Bowmore St,4,h,1700000,13,4,Monash City Council,-37.9002,145.0773
HUGHESDALE,105/175 Kangaroo Rd,2,u,420000,13,2,Monash City Council,-37.9008,145.0859
HUGHESDALE,6/2 Paddington Rd,2,u,375500,13,2,Monash City Council,-37.8934,145.0853
HUGHESDALE,8 Skipton Rd,3,h,1350000,13,3,Monash City Council,-37.8982,145.0806
HUGHESDALE,159 Warrigal Rd,4,h,900000,13,1,Monash City Council,-37.9054,145.0857
HUGHESDALE,20 Bowmore St,2,h,1262000,13,2,Monash City Council,-37.9003,145.0777
HUGHESDALE,22 Skipton Rd,4,h,1337000,13,4,Monash City Council,-37.8991,145.0804
HUGHESDALE,3/14 Rugby Rd,2,u,455000,13,2,Monash City Council,-37.8942,145.0867
HUGHESDALE,5/7 Warrigal Rd,2,u,400000,13,2,Monash City Council,-37.8945,145.0876
HUGHESDALE,2/3 Bowen St,2,u,648000,13,2,Monash City Council,-37.9014,145.0824
HUGHESDALE,37 Darling St,3,h,1210000,13,3,Monash City Council,-37.9034,145.0796
HUGHESDALE,3 Dalston Rd,4,h,1167500,13,3,Monash City Council,-37.898,145.0815
HUGHESDALE,1/3 Euston Rd,3,t,900000,13,3,Monash City Council,-37.8937,145.0779
HUGHESDALE,172 Poath Rd,4,h,1322000,13,3,Monash City Council,-37.8996,145.076
HUGHESDALE,1051 North Rd,2,h,677500,13,2,Monash City Council,-37.9084,145.0775
HUGHESDALE,3/36 Darling St,3,t,998000,13,3,Monash City Council,-37.9031,145.0804
HUGHESDALE,1/547 Neerim Rd,4,t,1340000,13,4,Monash City Council,-37.8919,145.0781
HUGHESDALE,11 Euston Rd,4,h,2190000,13,4,Monash City Council,-37.8938,145.0785
HUGHESDALE,9A Normanby St,2,h,980000,13,2,Monash City Council,-37.9021,145.0837
HUGHESDALE,1071 North Rd,2,h,720000,13,2,Monash City Council,-37.9087,145.0799
HUGHESDALE,1/7 Dalston Rd,3,u,1203500,12.3,3,Monash City Council,-37.89829,145.08141
HUGHESDALE,198 Poath Rd,3,h,1250000,12.3,3,Monash City Council,-37.90192,145.0756
HUGHESDALE,40 Canterbury St,5,h,1475000,12.3,5,Monash City Council,-37.90403,145.08118
HUGHESDALE,10 Bowen St,4,h,1570000,12.3,4,Monash City Council,-37.9016,145.08294
HUGHESDALE,3/9 Clapham Rd,2,u,472000,12.3,2,Monash City Council,-37.89369,145.08354
HUGHESDALE,50 Bowen St,3,h,1250000,12.3,3,Monash City Council,-37.90468,145.08213
HUGHESDALE,1A Rugby Rd,3,h,1480000,12.3,3,Monash City Council,-37.89371,145.08576
HUGHESDALE,24 Willesden Rd,3,h,1181000,12.3,3,Monash City Council,-37.89573,145.08071
HUGHESDALE,29 Dalston Rd,3,h,1407000,12.3,3,Monash City Council,-37.8997,145.0812
HUGHESDALE,10 Bowen St,4,h,815000,12.3,4,Monash City Council,-37.9016,145.08294
HUNTINGDALE,9/220 Huntingdale Rd,3,h,750000,12.3,3,Monash City Council,-37.90415,145.10504
HUNTINGDALE,23 Beauford St,3,h,1093800,12.3,3,Monash City Council,-37.90805,145.10684
HUNTINGDALE,50 Ross St,4,h,1145000,12.3,4,Monash City Council,-37.90822,145.11146
HUNTINGDALE,39 Hargreaves St,3,h,990000,12.3,3,Monash City Council,-37.90904,145.10903
HUNTINGDALE,3 Worcester St,3,h,1080000,12.3,3,Monash City Council,-37.9028,145.10605
HUNTINGDALE,33 Beauford St,3,h,1205000,12.3,3,Monash City Council,-37.90823,145.10851
HUNTINGDALE,63 Beauford St,4,h,1190000,12.3,4,Monash City Council,-37.9089,145.11236
HUNTINGDALE,27 Garnett St,3,h,1000000,12.3,3,Monash City Council,-37.90379,145.10865
KEYSBOROUGH,15 Daylily Dr,4,h,965000,25.2,4,Greater Dandenong City Council,-38.00293,145.16465
KEYSBOROUGH,33 Turramurra Dr,4,h,761000,25.2,4,Greater Dandenong City Council,-37.9865,145.16767
KEYSBOROUGH,2 Eildon Dr,4,h,745000,25.2,4,Greater Dandenong City Council,-37.9887,145.16158
KEYSBOROUGH,46 Hedgeley Rd,3,h,752000,25.2,3,Greater Dandenong City Council,-37.99013,145.17912
KEYSBOROUGH,19 The Strand,4,h,1250000,25.2,4,Greater Dandenong City Council,-38.00512,145.14935
KEYSBOROUGH,3 Scotch Av,2,t,688000,25.2,2,Greater Dandenong City Council,-38.00013,145.14673
KEYSBOROUGH,3 Oakwood Dr,4,h,575000,25.2,4,Greater Dandenong City Council,-37.99318,145.15939
KEYSBOROUGH,28 Eildon Dr,3,h,745000,25.2,3,Greater Dandenong City Council,-37.9884,145.15925
KEYSBOROUGH,5 Faoro Ct,3,h,725000,25.2,3,Greater Dandenong City Council,-37.99432,145.16143
KEYSBOROUGH,7 Allawah Cl,3,h,770000,25.2,3,Greater Dandenong City Council,-37.98433,145.17041
KEYSBOROUGH,17 Kotiko Rd,3,h,930000,25.2,3,Greater Dandenong City Council,-38.00009,145.16959
KEYSBOROUGH,8 Cromwell Ct,4,h,800000,25.2,4,Greater Dandenong City Council,-37.98588,145.16307
KEYSBOROUGH,4 Woollahra Av,4,h,727000,25.2,4,Greater Dandenong City Council,-37.98212,145.16681
KEYSBOROUGH,3 Cobain St,3,h,771000,25.2,3,Greater Dandenong City Council,-37.98916,145.17233
KEYSBOROUGH,44 Beddington St,4,h,920000,25.2,4,Greater Dandenong City Council,-38.0076,145.1722
KEYSBOROUGH,13 Daylily Dr,4,h,885000,25.2,4,Greater Dandenong City Council,-38.0029,145.1645
KEYSBOROUGH,24 Liverpool Dr,3,h,751000,25.2,3,Greater Dandenong City Council,-37.9873,145.1552
KEYSBOROUGH,3 Lugarno Ct,3,h,792000,25.2,3,Greater Dandenong City Council,-37.9831,145.1666
KEYSBOROUGH,9 Carribean Dr,3,h,715000,25.2,3,Greater Dandenong City Council,-37.99054,145.1607
KEYSBOROUGH,21 Serpentine Rd,3,h,770000,25.2,3,Greater Dandenong City Council,-37.98433,145.15347
KEYSBOROUGH,32 Elmswood Bvd,4,h,970000,25.2,4,Greater Dandenong City Council,-37.99615,145.14878
KEYSBOROUGH,3 MacKinnon Ct,3,h,715000,25.2,3,Greater Dandenong City Council,-37.9866,145.16244
MENTONE,10 Chicquita Cct,3,t,815000,20,3,Kingston City Council,-37.97917,145.07573
MENTONE,2/68 Naples Rd,2,t,800000,20,2,Kingston City Council,-37.98937,145.06723
MENTONE,70 Voltri St,3,h,885000,20,3,Kingston City Council,-37.97584,145.08107
MENTONE,1/32 Albenca St,3,t,1051000,20,3,Kingston City Council,-37.97889,145.0745
MENTONE,169 Balcombe Rd,4,h,1700000,20,4,Kingston City Council,-37.98035,145.05593
MENTONE,5/94 Beach Rd,2,u,525000,20,2,Kingston City Council,-37.99121,145.06458
MENTONE,1/29 Milan St,2,u,660000,20,2,Kingston City Council,-37.98558,145.05966
MENTONE,1/107 Warrigal Rd,2,u,455000,20,2,Kingston City Council,-37.97946,145.07167
MENTONE,5A Elizabeth St,3,t,1010000,20,3,Kingston City Council,-37.98009,145.06118
MENTONE,1 Rogers St,5,h,1485000,20,5,Kingston City Council,-37.98439,145.06812
MENTONE,11/19 Brindisi St,2,u,640000,20,2,Kingston City Council,-37.98346,145.06313
MENTONE,21 Derwent St,4,h,1322000,20,4,Kingston City Council,-37.97911,145.08045
MENTONE,1/1 Franklin St,3,t,940000,20,3,Kingston City Council,-37.97759,145.06482
MENTONE,6 Dallas St,3,h,900000,20,3,Kingston City Council,-37.98137,145.0918
MENTONE,5 Napier St,4,h,2025000,20,4,Kingston City Council,-37.98707,145.0609
MENTONE,1/33 Riviera St,2,u,641000,20,2,Kingston City Council,-37.97836,145.07303
MENTONE,14 Glengala Ct,4,h,900000,20,4,Kingston City Council,-37.98368,145.09237
MENTONE,9 Glengala Ct,3,h,960500,20,3,Kingston City Council,-37.98329,145.0918
MENTONE,108 Oak Av,3,t,840000,20,3,Kingston City Council,-37.97459,145.06937
MENTONE,14A Teague Av,3,t,875000,20,3,Kingston City Council,-37.97904,145.06385
MENTONE,1/131 Balcombe Rd,3,t,995000,20,3,Kingston City Council,-37.98087,145.06024
MENTONE,11 Broome Av,3,h,950000,20,3,Kingston City Council,-37.98023,145.08402
MENTONE,21 Chicquita Cct,3,t,792000,20,3,Kingston City Council,-37.97928,145.0763
MENTONE,2/20 Albenca St,3,t,881000,20,3,Kingston City Council,-37.98001,145.07457
MENTONE,6 Blackwood Av,3,h,815000,20,3,Kingston City Council,-37.98227,145.08134
MENTONE,29 Neville St,3,h,1002500,20,3,Kingston City Council,-37.97738,145.07168
MENTONE,2 Daly Ct,5,h,1150000,20,5,Kingston City Council,-37.97761,145.07659
MENTONE,54 Allandale Rd,4,h,950000,20,4,Kingston City Council,-37.98019,145.09049
MENTONE,34 Mundy St,4,h,1800000,20,4,Kingston City Council,-37.9839,145.05638
MENTONE,5 Lyons Ct,3,h,950000,20,3,Kingston City Council,-37.98121,145.07717
MENTONE,42 Mundy St,4,h,1695000,20,4,Kingston City Council,-37.98331,145.05649
MENTONE,1A Brindisi St,5,h,2000000,20,5,Kingston City Council,-37.98377,145.06095
MENTONE,9 Coolabah St,3,h,1165000,20,3,Kingston City Council,-37.98224,145.08442
MENTONE,8 Chicquita Cct,3,t,825000,20,3,Kingston City Council,-37.9791,145.0758
MENTONE,7 Avoca Ct,4,h,1460000,20,4,Kingston City Council,-37.976,145.0757
MENTONE,8 Derwent St,4,h,1125000,20,4,Kingston City Council,-37.9803,145.0804
MENTONE,23 Levanto St,2,h,780000,20,2,Kingston City Council,-37.9797,145.0751
MENTONE,71 Patty St,6,h,1650000,20,6,Kingston City Council,-37.97745,145.06097
MENTONE,10 Birch St,3,h,1120000,20,3,Kingston City Council,-37.98112,145.05739
MENTONE,1 Walden Rd,3,h,1462000,20,3,Kingston City Council,-37.98666,145.06145
MENTONE,11 Bourke St,4,h,1270000,20,4,Kingston City Council,-37.97644,145.05597
MENTONE,16 Phillip St,3,h,984000,20,3,Kingston City Council,-37.97537,145.06242
MENTONE,83 Collins St,4,h,1530000,20,4,Kingston City Council,-37.97967,145.06246
MENTONE,23 Flinders St,4,h,1535000,20,4,Kingston City Council,-37.97575,145.0575
MENTONE,63 Albenca St,3,h,770000,20,3,Kingston City Council,-37.97581,145.07468
MENTONE,36 Beach Rd,3,t,2006000,20,3,Kingston City Council,-37.98567,145.05228
MENTONE,13 Logan Ct,4,h,1155000,20,4,Kingston City Council,-37.97861,145.07681
MOORABBIN,21 Fiddes St,3,h,1224000,14.6,3,Kingston City Council,-37.9376,145.0474
MOORABBIN,23 Fiddes St,3,h,1020000,14.6,3,Kingston City Council,-37.9375,145.0474
MOORABBIN,19 Hamer St,3,h,1000000,14.6,3,Kingston City Council,-37.9428,145.044
